Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
,Togo,2020-09-20 04:22:56,8.6195,0.8248,1659,41,1259,359.0,20.039288601630894,2.471368294153104
,Trinidad and Tobago,2020-09-20 04:22:56,10.6918,-61.2225,3853,61,1695,2097.0,275.31438215751297,1.5831819361536466
,Tunisia,2020-09-20 04:22:56,33.886917,9.537499,9110,138,2366,6606.0,77.08177047434819,1.5148188803512623
,Turkey,2020-09-20 04:22:56,38.9637,35.2433,301348,7445,266117,27786.0,357.30535174167863,2.4705655919402147
,Uganda,2020-09-20 04:22:56,1.373333,32.290275,6017,63,2581,3373.0,13.154500338864477,1.047033405351504
,United Arab Emirates,2020-09-20 04:22:56,23.424076,53.847818,84242,404,73512,10326.0,851.755237401925,0.4795707604282899
,Uruguay,2020-09-20 04:22:56,-32.5228,-55.7658,1904,46,1612,246.0,54.81144603476324,2.4159663865546217
,Uzbekistan,2020-09-20 04:22:56,41.377491,64.585262,50992,427,47271,3294.0,152.35500556795515,0.8373862566677126
,Venezuela,2020-09-20 04:22:56,6.4238,-66.5897,65949,539,55155,10255.0,231.9212695003644,0.8172982152875707
,Vietnam,2020-09-20 04:22:56,14.058324,108.277199,1068,35,942,91.0,1.0972010965066137,3.2771535580524342
,West Bank and Gaza,2020-09-20 04:22:56,31.9522,35.2332,35003,253,23446,11304.0,686.1428277952631,0.7227951889838014
,Western Sahara,2020-09-20 04:22:56,24.2155,-12.8858,10,1,8,1.0,1.674116485025028,10.0
,Yemen,2020-09-20 04:22:56,15.552727,48.516388,2026,585,1221,220.0,6.79273846200063,28.874629812438307
,Zambia,2020-09-20 04:22:56,-13.133897,27.849332,14070,330,13365,375.0,76.53412573441756,2.345415778251599
,Zimbabwe,2020-09-20 04:22:56,-19.015438,29.154857,7672,225,5914,1533.0,51.6183656153327,2.93274244004171
